,year,times_cited,type,id,title,journal.id,journal.title,volume,issue,researcherID
101,2013,0,article,pub.1062219534,WE-G-134-07: Respiratory Motion Guided Four Dimensional Cone Beam Computed Tomography: Image Quality Analysis,jour.1020133,Medical Physics,40,6Part31,ur.0731267322.21
102,2013,0,article,pub.1062219533,"WE-G-134-06: Image Quality in Thoracic 4D Cone-Beam CT: A Sensitivity Analysis of Respiratory Signal Source, Binning Method, and Reconstruction Algorithm",jour.1020133,Medical Physics,40,6Part31,ur.0731267322.21
103,2013,0,article,pub.1062219371,WE-A-134-06: Performance Characterization of Kilovoltage Intrafraction Monitoring; a Novel Real-Time Tumor Localization Modality,jour.1020133,Medical Physics,40,6Part28,ur.0731267322.21
104,2013,0,article,pub.1062219328,TU-G-141-09: Real Time Estimation of Prostate Tumor Rotation and Translation with a KV Imaging System Based On An Iterative Closest Point Algorithm,jour.1020133,Medical Physics,40,6Part27,ur.0731267322.21
105,2013,0,article,pub.1062219291,TU-E-141-04: Dose Reconstruction for DMLC Tracking and Gating in Adaptive Prostate Radiotherapy,jour.1020133,Medical Physics,40,6Part27,ur.0731267322.21
106,2013,10,article,pub.1059030206,Dosimetric benefit of DMLC tracking for conventional and sub-volume boosted prostate intensity-modulated arc radiotherapy.,jour.1018310,Physics in Medicine and Biology,58,7,ur.0731267322.21
107,2013,21,article,pub.1044745840,Respiratory triggered 4D cone‐beam computed tomography: A novel method to reduce imaging dose,jour.1020133,Medical Physics,40,4,ur.0731267322.21
108,2013,26,article,pub.1059030168,Optimizing 4D cone beam computed tomography acquisition by varying the gantry velocity and projection time interval.,jour.1018310,Physics in Medicine and Biology,58,6,ur.0731267322.21
109,2012,4,article,pub.1031944471,Real-time Tumor Deformation Tracking Using Dynamic Multileaf Collimator (DMLC),jour.1085033,International Journal of Radiation Oncology • Biology • Physics,84,3,ur.0731267322.21
110,2012,0,article,pub.1029528114,4-dimensional Cone Beam CT Ventilation Imaging to Facilitate Adaptive Functional Avoidance Lung Cancer Radiation Therapy,jour.1085033,International Journal of Radiation Oncology • Biology • Physics,84,3,ur.0731267322.21
111,2012,39,article,pub.1018174959,Audiovisual biofeedback improves diaphragm motion reproducibility in MRI,jour.1020133,Medical Physics,39,11,ur.0731267322.21
112,2012,3,article,pub.1062216066,SU-C-213CD-05: Respiratory Signal Triggered 4D Cone-Beam Computed Tomography on a Linear Accelerator,jour.1020133,Medical Physics,39,6Part2,ur.0731267322.21
113,2012,0,article,pub.1045352582,PO-0880 ON THE TRADE-OFF BETWEEN DMLC TRACKING ACCURACY AND TARGET CONFORMITY FOR PROSTATE INVERSELY OPTIMIZED ARC THERAPY,jour.1094728,Radiotherapy and Oncology,103,,ur.0731267322.21
0,2021,0,article,pub.1141342901,The Expanding Role of Alternative Splicing in Vascular Smooth Muscle Cell Plasticity.,jour.1028874,International Journal of Molecular Sciences,22,19,ur.01351637340.27
1,2021,1,preprint,pub.1139937841,A distinct CD115- erythro-myeloid precursor present at the maternal-embryonic interface and in the bone marrow of adult mice,jour.1293558,bioRxiv,,,ur.01351637340.27
2,2021,0,article,pub.1139042054,Pdcd10-Stk24/25 complex controls kidney water reabsorption by regulating Aqp2 membrane targeting,jour.1053075,JCI Insight,6,12,ur.01351637340.27
3,2021,0,article,pub.1138425763,"The m6A-epitranscriptome in brain plasticity, learning and memory",jour.1115461,Seminars in Cell and Developmental Biology,,,ur.01351637340.27
4,2021,0,preprint,pub.1137437841,OXSR1 inhibits inflammasome activation by limiting potassium efflux during mycobacterial infection,jour.1293558,bioRxiv,,,ur.01351637340.27
5,2021,1,article,pub.1135916106,CCM2L (Cerebral Cavernous Malformation 2 Like) Deletion Aggravates Cerebral Cavernous Malformation Through Map3k3-KLF Signaling Pathway.,jour.1013101,Stroke,52,4,ur.01351637340.27
6,2021,1,preprint,pub.1135618784,Chromatin accessibility determines intron retention in a cell type-specific manner,jour.1293558,bioRxiv,,,ur.01351637340.27
7,2020,3,article,pub.1133525269,Widespread Aberrant Alternative Splicing despite Molecular Remission in Chronic Myeloid Leukaemia Patients,jour.1043163,Cancers,12,12,ur.01351637340.27
8,2020,11,article,pub.1131370963,Functional role of Tet-mediated RNA hydroxymethylcytosine in mouse ES cells and during differentiation,jour.1043282,Nature Communications,11,1,ur.01351637340.27
9,2020,3,article,pub.1130237969,Ctcf haploinsufficiency mediates intron retention in a tissue-specific manner,jour.1034704,RNA Biology,18,1,ur.01351637340.27
10,2020,0,preprint,pub.1134743994,Widespread aberrant alternative splicing despite molecular remission in chronic myeloid leukemia patients,jour.1369542,medRxiv,,,ur.01351637340.27
11,2020,14,article,pub.1127557498,Macrophage development and activation involve coordinated intron retention in key inflammatory regulators,jour.1018982,Nucleic Acids Research,48,12,ur.01351637340.27
12,2020,11,article,pub.1125316431,Is Hydrogen Sulfide a Concern During Treatment of Lung Adenocarcinoma With Ammonium Tetrathiomolybdate?,jour.1045696,Frontiers in Oncology,10,,ur.01351637340.27
13,2020,14,article,pub.1124283659,Murine and related chapparvoviruses are nephro-tropic and produce novel accessory proteins in infected kidneys,jour.1034963,PLOS Pathogens,16,1,ur.01351637340.27
14,2019,0,preprint,pub.1122814236,Ctcf Haploinsufficiency Mediates Intron Retention in A Tissue-specific Manner,jour.1293558,bioRxiv,,,ur.01351637340.27
15,2019,39,article,pub.1122233001,"The changing paradigm of intron retention: regulation, ramifications and recipes",jour.1018982,Nucleic Acids Research,47,22,ur.01351637340.27
16,2019,2,preprint,pub.1120340271,MKPV (aka MuCPV) and related chapparvoviruses are nephro-tropic and encode novel accessory proteins p15 and NS2,jour.1293558,bioRxiv,,,ur.01351637340.27
17,2019,0,article,pub.1117709731,SUN-203 Inflammatory cytokines detect superimposed brief ischaemia in the presence of subclinical chronic kidney disease (sCKD).,jour.1053721,Kidney International Reports,4,7,ur.01351637340.27
18,2018,12,article,pub.1109901159,DNA methylation/hydroxymethylation regulate gene expression and alternative splicing during terminal granulopoiesis,jour.1042549,Epigenomics,11,1,ur.01351637340.27
19,2018,47,article,pub.1106967847,An Atypical Parvovirus Drives Chronic Tubulointerstitial Nephropathy and Kidney Fibrosis,jour.1019114,Cell,175,2,ur.01351637340.27
20,2018,13,article,pub.1104892105,Differential chemokine receptor expression and usage by pre‐cDC1 and pre‐cDC2,jour.1019561,Immunology and Cell Biology,96,10,ur.01351637340.27
21,2018,23,article,pub.1104268834,Guidelines for whole genome bisulphite sequencing of intact and FFPET DNA on the Illumina HiSeq X Ten,jour.1039921,Epigenetics & Chromatin,11,1,ur.01351637340.27
22,2018,5,article,pub.1103771586,Identifying microRNA determinants of human myelopoiesis,jour.1045337,Scientific Reports,8,1,ur.01351637340.27
23,2018,27,article,pub.1100726862,We skip to work: alternative splicing in normal and malignant myelopoiesis,jour.1097065,Leukemia,32,5,ur.01351637340.27
24,2018,37,article,pub.1112132863,Aberrant expression of enzymes regulating m6A mRNA methylation: implication in cancer.,jour.1345588,Cancer Biology & Medicine,15,4,ur.01351637340.27
25,2017,44,article,pub.1092676100,Intron retention enhances gene regulatory complexity in vertebrates,jour.1023439,Genome Biology,18,1,ur.01351637340.27
26,2017,32,article,pub.1090859064,Challenges in defining the role of intron retention in normal biology and disease,jour.1115461,Seminars in Cell and Developmental Biology,75,,ur.01351637340.27
27,2017,68,article,pub.1085208405,Intron retention is regulated by altered MeCP2-mediated splicing factor recruitment,jour.1043282,Nature Communications,8,1,ur.01351637340.27
28,2017,37,article,pub.1085123705,The Activity-Induced Long Non-Coding RNA Meg3 Modulates AMPA Receptor Surface Expression in Primary Cortical Neurons,jour.1040224,Frontiers in Cellular Neuroscience,11,,ur.01351637340.27
